Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-io,org.apache.commons.io.input,AutoCloseInputStreamTest,testResetBeforeEndSetInputStream,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.input,BOMInputStreamTest,skipReturnValueWithBom,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.input,BOMInputStreamTest,skipReturnValueWithBom,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.input.BOMInputStream.read; org.apache.commons.io.input.BOMInputStream.skip; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.BOMInputStream.builder
commons-io,org.apache.commons.io.input,BOMInputStreamTest,skipReturnValueWithoutBom,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.input,BOMInputStreamTest,skipReturnValueWithoutBom,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.input.BOMInputStream.read; org.apache.commons.io.input.BOMInputStream.skip; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.BOMInputStream.builder
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testClose,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testGetBOMFirstThenRead,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testGetBOMFirstThenRead,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.input.BOMInputStream.hasBOM; org.apache.commons.io.input.BOMInputStream.read; org.apache.commons.io.input.BOMInputStream.getBOM; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.BOMInputStream.builder; org.apache.commons.io.input.BOMInputStream.hasBOM
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testGetBOMFirstThenReadInclude,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testGetBOMFirstThenReadInclude,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.input.BOMInputStream.hasBOM; org.apache.commons.io.input.BOMInputStream.read; org.apache.commons.io.input.BOMInputStream.getBOM; org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.BOMInputStream.builder; org.apache.commons.io.input.BOMInputStream.hasBOM
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testLargeBufferWithBOM,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testLargeBufferWithoutBOM,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testLeadingNonBOMBufferedRead,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testLeadingNonBOMSingleRead,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testLeadingNonBOMSingleRead,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.BOMInputStream.builder
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testMarkResetAfterReadWithBOM,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testMarkResetAfterReadWithBOM,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.BOMInputStream.builder
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testMarkResetAfterReadWithoutBOM,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-io,org.apache.commons.io.input,BOMInputStreamTest,testMarkResetAfterReadWithoutBOM,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.io.build.AbstractOriginSupplier.setInputStream; org.apache.commons.io.input.BOMInputStream.builder
